category,sub_category,prompt_condition,theme,prompt_id,prompt
Coffee Maker,coffee maker,needs-based-detailed,simple daily coffee,coffee_maker_det_07,"I am replacing a coffee maker that finally died after 15 years. I do not want a pod machine or apps. I just need a reliable drip machine with a timer. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,simple daily coffee,coffee_maker_det_08,"My grandmother wants a new coffee maker. She does not want touchscreens or grinders. She wants to scoop coffee, add water, and press one button. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,budget-friendly,coffee_maker_gen_09,"I need the cheapest coffee maker that still works well. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,budget-friendly,coffee_maker_gen_10,"What is a good coffee maker for under $30? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,budget-friendly,coffee_maker_gen_11,"I am looking for a budget coffee maker for my dorm room. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,budget-friendly,coffee_maker_gen_12,"I want an affordable coffee maker that will not break the bank. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,budget-friendly,coffee_maker_det_13,"I am furnishing my first apartment on a tight budget and I need a coffee maker under $25. I do not need anything special, just hot coffee in the morning without spending a lot. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,budget-friendly,coffee_maker_det_14,"I am buying coffee makers for a church fellowship hall. We need three of them, they need to be cheap, make a full pot, and be sturdy enough that volunteers do not break them. Under $30 each. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,budget-friendly,coffee_maker_det_15,"I am tired of spending $6 at Starbucks every day and want to switch to making coffee at home. I need a coffee maker under $20 to start. I can upgrade later once I get the habit going. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,budget-friendly,coffee_maker_det_16,"I want the cheapest possible way to make a decent cup of coffee. I do not care about brand names. I just want hot coffee and I want to spend as little as possible on the coffee maker itself. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,convenience and speed,coffee_maker_gen_17,"I need a coffee maker that gives me coffee as fast as possible. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,convenience and speed,coffee_maker_gen_18,"I want the most convenient coffee maker with zero cleanup. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,convenience and speed,coffee_maker_gen_19,"I am looking for a coffee maker that takes less than a minute. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,convenience and speed,coffee_maker_gen_20,"I need a coffee maker where I do not have to measure anything or deal with grounds. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,convenience and speed,coffee_maker_det_21,"I do not have time to measure grounds or wait for a pot to brew because I'm busy working. I need a coffee machine that's instant, one button, done in 30 seconds. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,convenience and speed,coffee_maker_det_22,"I hate cleaning coffee makers. I want something where I pop something in, press a button, get my coffee, and throw the used part away. No filters, no carafes, no scrubbing. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,convenience and speed,coffee_maker_det_23,"I need a coffee maker for my home office where I can make one cup at a time between meetings. I do not want a full pot sitting around getting stale, just one fresh cup whenever I need it. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,convenience and speed,coffee_maker_det_24,"I travel for work and stay in Airbnbs that usually have terrible coffee. I want a small, portable coffee maker I can throw in my suitcase and use anywhere with just hot water. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,fresh-ground taste,coffee_maker_gen_25,"I want a coffee maker that grinds the beans fresh every time. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,fresh-ground taste,coffee_maker_gen_26,"I am looking for a coffee maker with a built-in grinder. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,fresh-ground taste,coffee_maker_gen_27,"I want a coffee maker that lets me step up from pre-ground to whole bean coffee at home. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,fresh-ground taste,coffee_maker_gen_28,"I am tired of stale pre-ground coffee and want a coffee maker that grinds fresh. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,fresh-ground taste,coffee_maker_det_29,"I just discovered how much better whole bean coffee tastes than pre-ground and I want a coffee maker that does it all — grinds the beans and brews the coffee — without me needing a separate grinder on my counter. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,fresh-ground taste,coffee_maker_det_30,"I buy specialty beans from a local roaster but I have been grinding them with a cheap blade grinder and it is ruining the flavor. I want a coffee maker with a good built-in burr grinder so I can taste what I am paying for. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,fresh-ground taste,coffee_maker_det_31,"I want to simplify my morning routine. Right now I have a grinder, a scale, a pour-over. I love the result but hate the process. I want one coffee maker that grinds and brews automatically but still makes great coffee. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,fresh-ground taste,coffee_maker_det_32,"My partner and I drink different coffees: she likes dark roast and I like medium. I need a grind-and-brew coffee maker that lets us switch beans easily or has a bypass for pre-ground when we want different things. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,espresso drinks at home,coffee_maker_gen_33,"I want an espresso coffee maker to make lattes and cappuccinos at home. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,espresso drinks at home,coffee_maker_gen_34,"I am looking for an espresso coffee maker to make real espresso without going to a coffee shop. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,espresso drinks at home,coffee_maker_gen_35,"I am spending too much at Starbucks and want an espresso coffee maker to make my own espresso drinks. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-general,espresso drinks at home,coffee_maker_gen_36,"I want an espresso coffee maker for making espresso-based drinks at home. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,espresso drinks at home,coffee_maker_det_37,"I spend $7 a day on oat milk lattes and I want to start making them at home. I need an espresso coffee maker that can pull a decent shot and steam milk, but I am not trying to become a barista — I just want my morning latte. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,espresso drinks at home,coffee_maker_det_38,"My favorite thing is a cappuccino after dinner but I only know how to make drip coffee. I need an espresso coffee maker that makes it easy to get cafe-quality espresso drinks without a huge learning curve. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,espresso drinks at home,coffee_maker_det_39,"I used to be a barista in college and I miss making espresso at home. I want a semi-automatic espresso coffee maker where I can control the extraction, but my partner also needs to be able to make a one-button latte when I am not around. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Coffee Maker,coffee maker,needs-based-detailed,espresso drinks at home,coffee_maker_det_40,"I work from home and I have been going to the coffee shop three times a day just for the espresso. I need an espresso coffee maker at home so I can stop leaving the house for coffee — not the watery stuff from pod machines, but real espresso. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,feeding on a budget,cat_food_gen_01,"I need an affordable cat food for my cats. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,feeding on a budget,cat_food_gen_02,"What is a good cheap cat food that is still safe for my cat? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,feeding on a budget,cat_food_gen_03,"I am looking for cat food that will not break the bank. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,feeding on a budget,cat_food_gen_04,"I need affordable cat food for my cats because I am on a tight budget. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,feeding on a budget,cat_food_det_05,"I have four cats and I simply cannot afford the expensive cat food brands. I need something affordable that I can pick up at Walmart or the grocery store that will keep them healthy without costing me $50 a week. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,feeding on a budget,cat_food_det_06,"I volunteer at a cat shelter and we go through 30 cans of cat food a day. We need the cheapest wet cat food we can find that is still nutritionally complete. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,feeding on a budget,cat_food_det_07,"I just lost my job and I am trying to cut costs everywhere. My cat still needs to eat. What is the most affordable cat food that will keep her healthy until I get back on my feet? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,feeding on a budget,cat_food_det_08,"I feed a colony of feral cats in my neighborhood. I need the biggest bag of dry cat food I can get for under $15. It just needs to keep them fed through the winter. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,wet food for picky eaters,cat_food_gen_09,"My cat refuses to eat dry cat food and only wants wet food. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,wet food for picky eaters,cat_food_gen_10,"I need a good canned cat food my picky cat will actually eat. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,wet food for picky eaters,cat_food_gen_11,"I am looking for wet cat food with variety because my cat gets bored. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,wet food for picky eaters,cat_food_gen_12,"My cat only likes wet cat food with gravy or broth. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,wet food for picky eaters,cat_food_det_13,"My cat is the pickiest eater alive. She will sniff the food, walk away, and yell at me until I open a different flavor. I need a cat food brand with at least 8 flavor options so I can rotate and keep her interested. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,wet food for picky eaters,cat_food_det_14,"My elderly cat lost most of her teeth and can only eat soft pate-style wet cat food. She also refuses anything with fish — only chicken or turkey. What cat food brands make a good toothless-cat-friendly pate? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
